"Código","Unidade Territorial","Referência","Quantidade total de famílias com cadastro atualizado","Média geral de atualização de todo o cadastro","Quantidade de famílias em situação de pobreza, segundo a faixa do Programa Bolsa Família*, com cadastro atualizado","Quantidade de famílias de baixa renda** com cadastro atualizado","Quantidade de famílias com renda per capita mensal até meio salário mínimo (Pobreza + Baixa renda) com cadastro atualizado","Quantidade de famílias com renda per capita mensal maior que meio salário-mínimo*** com cadastro atualizado","Quantidade de famílias com renda zero com cadastro atualizado","TAC - Taxa de atualização cadastral das famílias com renda per capita mensal até meio salário mínimo (Pobreza + Baixa renda)"
"22","PIAUÍ","09/2017","502641","77,49","401114","61213","462327","40314","61683","79,63"
"23","CEARÁ","09/2017","1333928","78,09","950672","263330","1214002","119926","87078","80,11"
"24","RIO GRANDE DO NORTE","09/2017","449047","77,48","318124","89096","407220","41827","43404","80,09"
"25","PARAÍBA","09/2017","610831","80,36","475860","85563","561423","49408","116757","82,39"
"26","PERNAMBUCO","09/2017","1394116","79,04","1067858","226462","1294320","99796","154141","81,10"
"27","ALAGOAS","09/2017","491193","79,46","376894","73375","450269","40924","39901","81,44"
"28","SERGIPE","09/2017","341102","79,31","259947","53217","313164","27938","13337","81,43"
"29","BAHIA","09/2017","2290648","79,10","1713864","364534","2078398","212250","246144","81,81"
"31","MINAS GERAIS","09/2017","1778532","75,30","985552","490871","1476423","302109","208398","78,27"
"32","ESPÍRITO SANTO","09/2017","277709","70,74","156885","77909","234794","42915","32407","73,34"
"33","RIO DE JANEIRO","09/2017","1100696","74,31","733065","212947","946012","154684","170078","75,41"
"35","SÃO PAULO","09/2017","2741877","76,60","1449432","735467","2184899","556978","328698","77,81"
"41","PARANÁ","09/2017","862778","75,92","356007","305518","661525","201253","75585","78,33"
"42","SANTA CATARINA","09/2017","264527","70,77","115017","79971","194988","69539","28118","74,90"
"43","RIO GRANDE DO SUL","09/2017","649687","70,41","338217","170873","509090","140597","73524","73,43"
"50","MATO GROSSO DO SUL","09/2017","267734","70,08","121633","76058","197691","70043","20818","74,03"
"51","MATO GROSSO","09/2017","329860","73,56","156708","91365","248073","81787","16158","76,73"
"52","GOIÁS","09/2017","584480","76,59","300053","167989","468042","116438","20272","78,75"
"53","DISTRITO FEDERAL","09/2017","112449","67,62","74213","26022","100235","12214","8986","69,19"
"11","RONDÔNIA","10/2017","155602","70,77","77503","43521","121024","34578","4036","72,26"
"12","ACRE","10/2017","98838","81,43","82400","12105","94505","4333","22576","82,88"
"13","AMAZONAS","10/2017","457803","79,14","363543","57772","421315","36488","42210","80,61"
"14","RORAIMA","10/2017","61016","69,75","41541","11526","53067","7949","5271","71,63"
"15","PARÁ","10/2017","1124223","79,12","870476","158779","1029255","94968","56003","80,85"
"16","AMAPÁ","10/2017","81680","79,96","67047","9789","76836","4844","9061","82,35"
"17","TOCANTINS","10/2017","217338","79,31","122607","55450","178057","39281","10095","82,21"
"21","MARANHÃO","10/2017","1145870","79,36","915757","155040","1070797","75073","97407","81,75"
"22","PIAUÍ","10/2017","512936","78,21","408044","62179","470223","42713","63241","80,40"
"23","CEARÁ","10/2017","1368249","78,67","964151","268967","1233118","135131","90562","80,56"
"24","RIO GRANDE DO NORTE","10/2017","457002","77,93","322778","89690","412468","44534","44869","80,50"
"25","PARAÍBA","10/2017","622266","80,88","483404","86284","569688","52578","120030","82,95"
"26","PERNAMBUCO","10/2017","1418058","79,35","1084742","227354","1312096","105962","159205","81,40"
"27","ALAGOAS","10/2017","499309","79,67","382135","73526","455661","43648","40960","81,63"
"28","SERGIPE","10/2017","346666","79,51","263703","53395","317098","29568","13632","81,62"
"29","BAHIA","10/2017","2334767","79,43","1737833","368027","2105860","228907","255029","82,09"
"31","MINAS GERAIS","10/2017","1826147","75,71","1003021","497462","1500483","325664","218365","78,55"
"32","ESPÍRITO SANTO","10/2017","284303","71,05","159857","78584","238441","45862","33910","73,47"
"33","RIO DE JANEIRO","10/2017","1137496","74,66","755015","215457","970472","167024","180070","75,69"
"35","SÃO PAULO","10/2017","2807473","76,72","1483564","741038","2224602","582871","341579","77,93"
"41","PARANÁ","10/2017","882479","76,10","361996","308461","670457","212022","78688","78,36"
"42","SANTA CATARINA","10/2017","270462","70,92","117221","80414","197635","72827","29384","74,86"
"43","RIO GRANDE DO SUL","10/2017","664843","70,82","344569","172418","516987","147856","76796","73,70"
"50","MATO GROSSO DO SUL","10/2017","271705","70,09","122881","76515","199396","72309","21288","74,01"
"51","MATO GROSSO","10/2017","334400","73,13","159077","91708","250785","83615","16795","76,55"
"52","GOIÁS","10/2017","596603","76,65","304599","169711","474310","122293","21184","78,78"
"53","DISTRITO FEDERAL","10/2017","115107","68,05","76183","26296","102479","12628","9443","69,70"
"11","RONDÔNIA","11/2017","158206","70,85","77862","43997","121859","36347","4246","72,14"
"12","ACRE","11/2017","100811","82,16","83373","12547","95920","4891","22764","83,54"
"13","AMAZONAS","11/2017","465669","79,39","366979","58701","425680","39989","43206","80,73"
"14","RORAIMA","11/2017","60804","68,92","41436","11369","52805","7999","5539","70,81"
"15","PARÁ","11/2017","1139558","79,18","876771","161490","1038261","101297","56317","80,83"
"16","AMAPÁ","11/2017","84366","80,74","68459","10079","78538","5828","9439","82,89"
"17","TOCANTINS","11/2017","221108","79,62","123134","56437","179571","41537","10238","82,36"
"21","MARANHÃO","11/2017","1156288","79,23","918676","157343","1076019","80269","98410","81,54"
"22","PIAUÍ","11/2017","519847","78,45","410523","63623","474146","45701","63893","80,57"
"23","CEARÁ","11/2017","1396209","79,17","971322","276579","1247901","148308","93420","80,92"
"24","RIO GRANDE DO NORTE","11/2017","464484","78,36","325579","91234","416813","47671","45556","80,82"
"25","PARAÍBA","11/2017","629706","80,83","486651","87004","573655","56051","122205","82,98"
"26","PERNAMBUCO","11/2017","1440914","79,60","1091312","231811","1323123","117791","162120","81,50"
"27","ALAGOAS","11/2017","505933","79,75","383706","74390","458096","47837","41570","81,54"
"28","SERGIPE","11/2017","352347","79,72","265575","54282","319857","32490","13712","81,71"
"29","BAHIA","11/2017","2375759","79,73","1748400","376207","2124607","251152","260240","82,22"
"31","MINAS GERAIS","11/2017","1869956","76,12","1011757","506353","1518110","351846","224565","78,71"
"32","ESPÍRITO SANTO","11/2017","290452","71,42","162126","79517","241643","48809","35138","73,65"
"33","RIO DE JANEIRO","11/2017","1166188","74,97","768835","218774","987609","178579","186902","75,88"
"35","SÃO PAULO","11/2017","2859094","76,65","1500609","746544","2247153","611941","350465","77,76"
"41","PARANÁ","11/2017","900601","76,34","366237","312030","678267","222334","80717","78,47"
"42","SANTA CATARINA","11/2017","275940","71,14","118756","81197","199953","75987","30172","74,90"
"43","RIO GRANDE DO SUL","11/2017","683899","71,44","350115","175648","525763","158136","79479","74,06"
"50","MATO GROSSO DO SUL","11/2017","277196","70,45","123823","77635","201458","75738","21709","74,17"
"51","MATO GROSSO","11/2017","341458","73,43","160306","92828","253134","88324","17241","76,60"
"52","GOIÁS","11/2017","606895","76,78","306363","171691","478054","128841","21628","78,77"
"53","DISTRITO FEDERAL","11/2017","118035","68,88","78180","26663","104843","13192","9900","70,53"
"11","RONDÔNIA","12/2017","162788","71,33","77846","45007","122853","39935","4358","72,19"
"12","ACRE","12/2017","103313","82,58","83854","13200","97054","6259","23031","83,75"
"13","AMAZONAS","12/2017","480098","80,10","369607","61526","431133","48965","44043","81,06"
"14","RORAIMA","12/2017","62018","69,49","41881","11719","53600","8418","5764","71,32"
"15","PARÁ","12/2017","1161748","79,41","881370","166759","1048129","113619","56874","80,86"
"16","AMAPÁ","12/2017","87996","81,95","69709","10673","80382","7614","9928","83,67"
"17","TOCANTINS","12/2017","225759","79,98","123424","57776","181200","44559","10498","82,50"
"21","MARANHÃO","12/2017","1167788","79,03","917161","161616","1078777","89011","98765","81,17"
"22","PIAUÍ","12/2017","528908","78,90","413207","65993","479200","49708","64786","80,93"
"23","CEARÁ","12/2017","1425072","79,74","977289","285388","1262677","162395","96414","81,35"
"24","RIO GRANDE DO NORTE","12/2017","473303","78,85","327428","93639","421067","52236","46364","81,12"
"25","PARAÍBA","12/2017","641380","81,09","488117","89517","577634","63746","123794","83,04"
"26","PERNAMBUCO","12/2017","1476741","80,08","1093025","241445","1334470","142271","164919","81,65"
"27","ALAGOAS","12/2017","519706","80,39","384505","77608","462113","57593","42100","81,77"
"28","SERGIPE","12/2017","359045","80,04","266832","56145","322977","36068","13753","81,89"
"29","BAHIA","12/2017","2436134","80,36","1758564","389530","2148094","288040","265796","82,56"
"31","MINAS GERAIS","12/2017","1916462","76,61","1017448","517103","1534551","381911","230234","78,94"
"32","ESPÍRITO SANTO","12/2017","301201","72,46","164770","81691","246461","54740","36635","74,31"
"33","RIO DE JANEIRO","12/2017","1200441","75,31","776962","224191","1001153","199288","193196","75,90"
"35","SÃO PAULO","12/2017","2925598","76,76","1515900","755329","2271229","654369","359246","77,66"
"41","PARANÁ","12/2017","922422","76,72","370250","316815","687065","235357","82708","78,65"
"42","SANTA CATARINA","12/2017","282292","71,39","119844","82196","202040","80252","30849","74,87"
"43","RIO GRANDE DO SUL","12/2017","706634","72,13","354861","179763","534624","172010","82106","74,42"
"50","MATO GROSSO DO SUL","12/2017","286417","71,35","124461","79544","204005","82412","22150","74,59"
"51","MATO GROSSO","12/2017","350738","73,94","161427","94686","256113","94625","17573","76,79"
"52","GOIÁS","12/2017","623421","77,23","308195","175670","483865","139556","22221","78,94"
"53","DISTRITO FEDERAL","12/2017","119809","68,83","79095","26854","105949","13860","10246","70,44"
"11","RONDÔNIA","01/2018","165302","71,44","77817","46024","123841","41461","4435","72,12"
"12","ACRE","01/2018","104746","82,72","84006","13881","97887","6859","23133","83,80"
"13","AMAZONAS","01/2018","490017","80,42","371066","64474","435540","54477","44749","81,16"
"14","RORAIMA","01/2018","62637","69,37","41991","11950","53941","8696","5839","71,11"
"15","PARÁ","01/2018","1176404","79,53","881351","173182","1054533","121871","56839","80,83"
"16","AMAPÁ","01/2018","91989","82,54","70981","11471","82452","9537","10508","83,87"
"17","TOCANTINS","01/2018","229019","80,13","123462","59285","182747","46272","10557","82,50"
"21","MARANHÃO","01/2018","1178502","78,99","917921","166534","1084455","94047","99228","81,06"
"22","PIAUÍ","01/2018","534269","79,01","413738","68893","482631","51638","65238","80,95"
"23","CEARÁ","01/2018","1441252","79,93","980846","292982","1273828","167424","99222","81,52"
"24","RIO GRANDE DO NORTE","01/2018","479268","79,16","328909","96235","425144","54124","47258","81,34"
"25","PARAÍBA","01/2018","649208","81,20","489280","92351","581631","67577","124955","83,03"
"26","PERNAMBUCO","01/2018","1515607","80,71","1093497","255476","1348973","166634","167054","81,96"
"27","ALAGOAS","01/2018","529570","80,66","385501","80645","466146","63424","42512","81,86"
"28","SERGIPE","01/2018","365059","80,43","267805","58541","326346","38713","13839","82,12"
"29","BAHIA","01/2018","2464966","80,55","1765450","400497","2165947","299019","270192","82,68"
"31","MINAS GERAIS","01/2018","1946474","76,84","1021022","529994","1551016","395458","235442","78,98"
"32","ESPÍRITO SANTO","01/2018","309101","73,12","167163","84061","251224","57877","37865","74,75"
"33","RIO DE JANEIRO","01/2018","1221544","75,32","782746","230400","1013146","208398","198011","75,82"
"35","SÃO PAULO","01/2018","2965093","76,65","1523497","770613","2294110","670983","365336","77,43"
"41","PARANÁ","01/2018","933748","76,87","371798","322532","694330","239418","83783","78,59"
"42","SANTA CATARINA","01/2018","284282","71,34","120000","83471","203471","80811","31164","74,61"
"43","RIO GRANDE DO SUL","01/2018","723141","72,47","357573","184628","542201","180940","84193","74,43"
"50","MATO GROSSO DO SUL","01/2018","291569","71,66","124807","81597","206404","85165","22389","74,64"
"51","MATO GROSSO","01/2018","354822","73,92","161940","96460","258400","96422","17784","76,63"
"52","GOIÁS","01/2018","633456","77,43","308915","180132","489047","144409","22661","78,99"
"53","DISTRITO FEDERAL","01/2018","119595","68,03","79001","26843","105844","13751","10362","69,66"
"11","RONDÔNIA","02/2018","167093","71,40","78099","46468","124567","42526","4516","72,06"
"12","ACRE","02/2018","105446","82,48","84286","14035","98321","7125","23403","83,53"
"13","AMAZONAS","02/2018","495595","80,41","372919","65954","438873","56722","45271","81,08"
"14","RORAIMA","02/2018","63824","69,57","42408","12261","54669","9155","5912","71,23"
"15","PARÁ","02/2018","1185102","79,41","882238","176256","1058494","126608","57027","80,63"
"16","AMAPÁ","02/2018","94366","82,98","71641","11977","83618","10748","10631","84,08"
"17","TOCANTINS","02/2018","230692","79,90","123297","59933","183230","47462","10692","82,16"
"21","MARANHÃO","02/2018","1180828","78,57","914756","168238","1082994","97834","99540","80,53"
"22","PIAUÍ","02/2018","537825","78,79","413413","70038","483451","54374","65747","80,54"
"23","CEARÁ","02/2018","1450877","79,91","982670","295578","1278248","172629","101722","81,39"
"24","RIO GRANDE DO NORTE","02/2018","482140","79,12","329390","96792","426182","55958","47913","81,18"
"25","PARAÍBA","02/2018","652434","80,97","488927","93554","582481","69953","125859","82,69"
"26","PERNAMBUCO","02/2018","1531180","80,72","1094167","260683","1354850","176330","168956","81,82"
"27","ALAGOAS","02/2018","533291","80,50","385051","82187","467238","66053","42825","81,58"
"28","SERGIPE","02/2018","366869","80,16","268088","59128","327216","39653","13927","81,80"
"29","BAHIA","02/2018","2480369","80,39","1767024","404669","2171693","308676","273526","82,43"
"31","MINAS GERAIS","02/2018","1965627","76,87","1023716","534314","1558030","407597","240406","78,82"
"32","ESPÍRITO SANTO","02/2018","312706","73,23","168734","84768","253502","59204","38847","74,82"
"33","RIO DE JANEIRO","02/2018","1234546","75,25","789547","231782","1021329","213217","202899","75,71"
"35","SÃO PAULO","02/2018","2992629","76,43","1531451","774217","2305668","686961","371983","77,11"
"41","PARANÁ","02/2018","942281","76,73","374066","323481","697547","244734","85636","78,34"
"42","SANTA CATARINA","02/2018","286731","71,31","120573","83692","204265","82466","31670","74,37"
"43","RIO GRANDE DO SUL","02/2018","736331","72,78","360332","186956","547288","189043","86161","74,46"
"50","MATO GROSSO DO SUL","02/2018","294663","71,57","125139","82182","207321","87342","22657","74,37"
"51","MATO GROSSO","02/2018","359071","73,75","162356","97480","259836","99235","18136","76,34"
"52","GOIÁS","02/2018","638537","77,23","309849","181210","491059","147478","23171","78,73"
"53","DISTRITO FEDERAL","02/2018","118773","67,04","78734","26428","105162","13611","10486","68,81"
"11","RONDÔNIA","03/2018","168121","76,09","77511","45646","124382","44964","4525","76,81"
"12","ACRE","03/2018","105872","85,15","84151","14086","98514","7635","23507","86,05"
"13","AMAZONAS","03/2018","499172","83,24","372691","65428","439925","61053","45430","83,78"
"14","RORAIMA","03/2018","64534","72,33","42278","12491","54916","9765","5944","74,02"
"15","PARÁ","03/2018","1189673","81,70","879789","174904","1058680","134980","56766","82,76"
"16","AMAPÁ","03/2018","95701","86,19","71870","12107","84256","11724","10663","86,78"
"17","TOCANTINS","03/2018","231283","82,46","122206","59128","182816","49949","10727","84,63"
"21","MARANHÃO","03/2018","1180731","80,93","908426","167257","1079007","105048","99577","82,40"
"22","PIAUÍ","03/2018","540646","81,32","412955","68659","484094","59032","66337","82,77"
"23","CEARÁ","03/2018","1456614","82,17","981082","289143","1279290","186389","105002","83,40"
"24","RIO GRANDE DO NORTE","03/2018","488246","82,05","330112","95786","428871","62348","49455","83,63"
